"MR1","MR2","MR3"
0.164017382235647,0.557387698054974,0.0458747687013082
0.0304039736692445,0.42492611754519,0.0627815543818303
-0.175914438121371,0.554059826526811,0.0457867841122093
-0.246549289337101,0.532697160073857,0.180452358976776
-0.13085666059991,0.531459384956705,-0.0340577907497458
-0.152573308553504,0.531096104260503,0.0385756530101326
0.217667871716878,0.545632360633551,-0.00290107549916316
-0.0210492177586602,0.480036304826571,0.126348371828318
-0.0133526908140164,0.467979902440446,0.00403761640808467
0.0474978723668891,0.48990313665949,0.0994561218672762
0.0866107227696412,0.528091808312839,-0.00181077352728806
-0.150407834525543,0.24230035618502,0.0102221508435091
-0.259606771062001,0.261307218216939,0.0679488188626807
-0.263828030390329,0.37804796032148,0.0272555577588754
-0.111148123343247,0.386874614896847,-0.0128063148606655
-0.017393220230535,0.482855623495038,-0.12965636865939
0.0525167330583855,0.525045343280414,0.117830176343439
-0.0242220662281111,0.530656203925512,0.14460473570684
-0.13802101850521,0.439489671659333,0.0817431841810617
-0.0712362897861798,0.263868238093634,-0.0128061800692943
-0.0381219020553835,0.558752030177823,0.135156443533137
-0.0492831970919693,0.285843349532224,0.0454082976869274
-0.25961282880562,0.301633281153255,0.0366981971266283
-0.156395914592739,0.369008407260803,0.0269104113624602
0.024650627451785,0.483394212127144,0.150583424472328
-0.292786113820353,-0.0233845104875025,0.0452147995605452
-0.0773841924636344,0.448868140877562,0.045052131494416
-0.0143425895796675,0.5147097940086,0.159390142591568
-0.0944094872779277,0.471235246615799,0.117623306725106
-0.243580655978923,0.483041877782198,0.0966404566166723
-0.0335141915582545,0.437170293539695,-0.00350989043956294
0.00206403875845194,0.486454921124586,-0.0589917594703799
-0.024233259681499,-0.0365934490428543,0.16583970589626
0.539618863067352,-0.0145497355684904,0.08813255608736
0.631696884860821,-0.0663630838680078,-0.037665712761741
0.43591148434683,-0.143543434951466,-0.0574968116539277
0.274069034161204,-0.125337851319411,0.271919045144991
0.281539424228207,-0.076577536005871,0.118910574970399
0.466096603112718,0.0471175463618141,-0.130552917092084
0.580699320966031,-0.242141371576693,0.168807896848218
0.533755473381227,-0.0141309559599274,-0.116492775198787
0.446664881979734,-0.0590253031539239,0.0730168437055439
0.201190646102211,0.274386289286448,-0.155331341607729
0.271985353641143,0.140592757252928,-0.243460563845704
0.443647317097863,-0.0911467533612915,0.259990883702607
0.31333668798304,-0.0944613781415742,0.294326017211967
0.389698218680927,-0.121797240248703,0.0821703943129603
0.39011675278508,0.0406733957097941,-0.00233756814093534
0.586505092131955,-0.12278019105732,-0.123454363867948
0.740281709807067,-0.145711484482183,0.0331173149159431
0.765006447512617,-0.161293067824202,0.043719382375211
0.0871106618180176,0.142987290598898,-0.334495574556333
0.237564827016798,0.245977330289972,-0.398225523007318
0.209379299310008,0.255764034209342,-0.450151740377017
0.184808372887246,0.329567069932347,-0.352522299712704
0.152442338019024,0.347932099903815,-0.354757871736738
0.0938634705424271,0.37195860065387,-0.285635876311332
0.14658627762822,0.398507315275514,-0.34596305731559
0.177491715590438,0.340865253154261,-0.402952049390193
0.121366696908622,0.282548362504916,-0.236968827031191
0.189180808070107,0.223254564500437,-0.260510589767111
0.569762348173132,0.14948766542423,0.0956377893381013
0.28330486855126,-0.0889655026686693,-0.0612782682090162
0.333991402356086,0.321414416754954,-0.00133718249282472
0.278104379928461,0.207122812050481,0.0418132730404197
0.0112620240811084,0.113047692085264,0.0401095511833377
0.251187545758334,-0.00508100280937809,0.24819692694548
-0.115872135870749,0.268233727781889,-0.066393599894015
0.0393383950910939,0.313292653652934,0.0739950494552662
0.172032990761912,0.364451691630312,0.0253129658664993
0.386769704040955,0.295440688610021,0.049652632623802
0.461966311961697,0.112075594710898,0.055610503105249
0.548663476555831,0.02147746152195,0.0692725517273316
0.302260675322992,0.24407555256583,0.015010462664706
0.630420852845351,-0.048253040701476,0.0814180203629051
0.395086704085963,0.273945390050997,0.0307750642685132
0.562063897368059,0.0364949952315034,0.10618490721432
0.690424313719357,0.0064315014588525,0.0749676774373585
0.675137692061219,-0.0444156572053409,0.0379561678786038
0.383443913739404,0.263439922584977,-0.0157761078102697
0.587592810192764,0.0596053438274222,0.119605501227748
0.66472446474821,-0.00640621279265772,0.132439346171023
0.403106715622153,0.326028161417097,0.162950930791803
0.702587257055472,-0.0399073297158751,0.108631562848308
0.448436178527299,0.197003358335893,0.158931333584076
0.642143386364199,0.142754771379503,0.0955184681884436
0.404720947523067,0.0887523901330419,0.096367927971952
0.530142205100463,0.0425500208443317,0.143410310772471
0.534771747992499,0.210704434238779,0.0697079494237179
0.267042273453312,0.36032380409994,0.171936307843577
0.733121659144517,-0.0476837231072717,0.126367501646021
0.34638503149816,0.413566638575696,-0.0144838837037949
0.504828558173608,0.134007140408039,0.278921408161506
0.643595874072846,0.00653308059464143,0.123972965571222
0.496622309235735,-0.0216029381259419,0.204754366403198
0.578810118415941,0.186921692755643,0.167983053222727
0.678269431106302,-0.0402566515932277,0.0873037877955374
0.257052857299169,0.438027614768845,0.082127594625324
0.309805635915077,0.359576452245772,0.186221037066271
0.626758907729517,0.0563405544917988,0.027365023459941
0.417510206808782,0.328064617294264,0.108956361405203
0.517339259236938,-0.0575989130072139,-0.370641003655093
0.34360436581897,0.262915950700009,-0.360388658840071
-0.289185802792586,0.13128814038962,-0.233105153976226
-0.42898294075367,0.104500485023669,-0.275798315139918
0.417522714513383,0.138047068237206,-0.217576752918028
0.292802766908267,0.432890916877854,-0.0581670223352201
0.395697265941869,-0.0417846713699923,-0.318900249287514
0.524868705993306,0.0950644948984535,-0.204576941528193
0.542795245620151,0.100128750908166,-0.120530721108408
0.458516354973842,0.004489441756916,-0.183540315480131
0.156787012726365,0.237346064543889,-0.00909866163144173
0.463818944484628,-0.0380455753432554,-0.246853341630085
0.573702610202359,-0.121874136145009,-0.158840331038504
0.269195626130163,0.32477905799378,-0.277687756497629
0.177858984232778,-0.100106800943853,0.0157708504279976
0.222598308132526,0.201942060787475,-0.1900244007506
0.319379042406593,0.271791988223271,-0.369092568919299
0.192076898693809,0.170569701699554,-0.077675496852774
0.226162240183853,0.239033713818217,-0.392333755449474
0.461870488224126,0.0251530198565955,-0.138519791367286
0.128746443098011,0.192483883836094,-0.190088170734601
0.264791718940107,0.281380417542808,-0.251853335062813
0.0650396139956388,0.0694981458913514,0.096744838186985
0.167349132205189,0.207156940871701,-0.109825814333036
0.370980819110382,0.231066890390076,-0.222906936200422
0.30004294915522,0.340339354213554,-0.0459119644851604
0.0671099960665797,0.0460944833034822,-0.141541979542094
0.164470218147539,0.264781969277258,-0.0276218372905756
0.161088225369409,-0.0284763772953737,-0.0834777762255394
0.465894727664868,-0.143668846548824,-0.135979816980631
0.125016779486753,0.240831166523598,0.221853423727964
0.23565809044962,0.145571563494472,0.51558808790119
0.0650652894174197,0.336554809561142,0.228153950033385
0.0615603868610629,0.194493456044262,0.296905332731876
0.25789910599314,0.192552288745822,0.38489545371077
0.135989093098136,0.0491342270734684,0.464104277891877
0.256846707079907,0.109128403014439,0.578366304532571
0.179220718992811,0.210331648236136,0.463204712965962
0.131274924688113,0.221148754007858,0.407859304333437
0.227530313079419,0.184878524514471,0.467173007039323
0.216609222416754,0.218571860005552,0.537961250665775
0.194680448700477,0.201961862779705,0.579810030642218
-0.0228337664673006,0.257607469931152,0.278294235707287
0.084511234500103,0.28499012638074,0.445925867737628
0.174175726800038,0.0817249455806987,0.621027231819866
0.169894666690381,0.148889309188254,0.571751562809428
0.0892876438842421,0.287371965143567,0.288083652629308
0.122073960246302,0.20435440709537,0.48917315313733
0.186027626267034,0.21260622301888,0.427753238991994
0.156539031238478,0.0739265561362356,0.505000317940143
0.24027207325217,0.0578164266941637,0.451575993581126
0.147100232691003,0.275775851539267,0.357173437124116
0.199618248311826,0.10587560170557,0.50949802202599
0.131957793101237,0.20339077327165,0.390312902101379
