"Factor1","Factor2","Factor3"
0.305140524843674,0.24435243792303,-0.0313012550165854
0.666697239296047,-0.0438037988821904,-0.0341544779287683
0.388779561372194,0.278539590231834,-0.053802061822423
0.548312551329888,0.0374303724901291,-0.107135101521446
0.721747998473806,0.00792981161590921,-0.0412131350681982
0.709916185448042,-0.0366929662750804,-0.00358905850033954
0.395553606342886,0.267001191246491,-0.00387864613661054
0.604914568154199,0.0545870103000267,-0.0893678572897554
0.705479312155818,-0.0101734912953966,-0.0809783052693243
0.370959592412526,0.294838700533058,-0.223520148770726
0.746134562089023,-0.041633073242187,-0.0596535209672195
0.459857633124897,0.174547088441151,-0.160321118761075
0.662913920762738,0.131485098880839,-0.096715483479521
0.419726530917163,0.0880205683427658,-0.0714792760142375
0.529205066017644,0.0371198298717126,-0.130740876149811
0.540201320058678,0.204693676129991,-0.089802856995071
0.241080715185041,0.339760868359761,-0.208576854087811
0.779115247875591,-0.0481421560688661,-0.0678954099606268
0.342247890434179,0.42096810854154,-0.026382879307132
0.473016646286003,0.0876462557254132,-0.315481129393984
0.675160306488639,0.000918353111812917,-0.0880794422751612
0.474666215559749,-0.0364956784577511,-0.197962253956288
0.588747463981644,0.163220410535834,-0.174991414043347
0.730438698960692,-0.0380801918256833,-0.0323813944020647
0.244243118556402,0.432733364395843,-0.118227697885905
0.293483979502404,0.333393884121881,-0.216938651981459
0.620955311820715,0.0690493930742273,-0.035713016818489
0.407816640831921,0.317507712903303,-0.14067854521441
0.485364421855335,0.00589167333579854,0.291667444144689
0.313394459847578,0.310129055511119,0.252592341451132
-0.261197130858574,0.153506214513576,0.220055433704793
-0.448424006788517,0.131230330797756,0.215783046316267
0.367469579168722,0.176759036266201,0.127570054359942
0.271402212863272,0.445486227899057,-0.00389766142345849
0.373024787021481,0.0114734150062543,0.255939803807252
0.494591932653677,0.13982742040843,0.1433979488249
0.50455342922486,0.136320311026159,0.0677824833165196
0.435886180638224,0.0358353350814461,0.128942485969561
0.0904931225121205,0.228756581269621,-0.0867413717280439
0.42110216379581,0.0146114500595961,0.182059697008904
0.54297733516051,-0.0870833095126737,0.111438953109131
0.233732978969107,0.363582746838121,0.179793808976762
0.140115776016836,-0.0939859835312077,-0.0388283912676956
0.216207083623793,0.218090467266105,0.125556960730453
0.270838974897406,0.320947054223066,0.240650533180579
0.135207680654783,0.177675448299701,-0.0125207690005632
0.193234456176522,0.292953174321363,0.282193532244499
0.411099774296382,0.0627834223132754,0.0797616645133756
0.128887396794321,0.208706012077768,0.139332745266936
0.221601613388764,0.314550370233348,0.142922156204468
0.0284705692780743,0.047131371884614,-0.135686887660571
0.132928344208773,0.214479499905852,0.0354500842538879
0.349634831105872,0.265218017689726,0.146851428154169
0.268827116600832,0.344259256342534,-0.0291001686941907
0.0405871470079057,0.0557029678779304,0.0820650276005672
0.111684966007625,0.261848156288006,-0.0558048370517006
0.143331973848567,-0.00634409410557365,0.0633322819239006
0.438021593896797,-0.118843982727227,0.093656111987475
0.0438632263519282,0.168826490306785,-0.341787565319573
0.0950899079058623,0.019134157113116,-0.676557798095618
0.023716287603198,0.264617906492004,-0.304933478368248
0.00212989496748405,0.114810905734585,-0.37414879036034
0.146866685737013,0.0926117795044589,-0.527131362793353
0.00138308890540592,-0.0698462629862105,-0.61945188480632
0.13690350026713,-0.0205624315051239,-0.699076210732448
0.0514739997479883,0.0983291254086112,-0.612812438528657
0.0141022009752015,0.115076592814711,-0.552471562794855
0.0880384794306491,0.0691379154916906,-0.632448416521992
0.0568904284852725,0.0813585152330335,-0.73539642884967
0.0376040373246002,0.0601322877591003,-0.764711147092674
-0.0760812819310728,0.185086677399623,-0.349556051947714
-0.0443757939352294,0.167715786445933,-0.601770486210209
0.0303343431968892,-0.0643768457269448,-0.769259995824091
0.0129801306488506,0.00830415704662879,-0.750909565539397
0.0151531111337308,0.213427385692582,-0.386348851580035
-0.00576190873507722,0.0864188866031105,-0.636338033098759
0.0614733978266049,0.10892025288067,-0.576249473775963
0.0125983194941035,-0.0520396237949127,-0.668160011489564
0.134900682146217,-0.0479627356370518,-0.567246957820515
0.0399127601354668,0.182527110374135,-0.494732422205972
0.0853999844431254,-0.0104472754963172,-0.624429774067783
0.0172321017615685,0.110376886146136,-0.518994473905581
